Gene stable ID,e436f0bf-b608-4535-8fe7-a0dd6462cee7
ENSG00000198468,74
ENSG00000198471,0
ENSG00000198478,609
ENSG00000198482,529
ENSG00000198483,38
ENSG00000198488,0
ENSG00000198491,1
ENSG00000198492,5766
ENSG00000198496,182
ENSG00000198498,830
ENSG00000198502,2854
ENSG00000198513,562
ENSG00000198515,89
ENSG00000198517,846
ENSG00000198520,168
ENSG00000198521,2347
ENSG00000198522,2205
ENSG00000198523,117
ENSG00000198526,1
ENSG00000198535,589
ENSG00000198538,1825
ENSG00000198542,181
ENSG00000198546,1001
ENSG00000198547,3
ENSG00000198551,1560
ENSG00000198553,120
ENSG00000198554,1757
ENSG00000198555,5
ENSG00000198556,477
ENSG00000198561,30310
ENSG00000198563,2125
ENSG00000198569,2
ENSG00000198570,0
ENSG00000198573,0
ENSG00000198574,32
ENSG00000198576,76
ENSG00000198580,31
ENSG00000198585,2920
ENSG00000198586,4015
ENSG00000198589,8253
ENSG00000198590,30
ENSG00000198597,0
ENSG00000198598,553
ENSG00000198601,0
ENSG00000198604,11353
ENSG00000198610,2
ENSG00000198612,4875
ENSG00000198618,1124
ENSG00000198624,1055
ENSG00000198625,1157
ENSG00000198626,17
ENSG00000198633,8
ENSG00000198642,406
ENSG00000198643,20
ENSG00000198646,4078
ENSG00000198648,2493
ENSG00000198650,67
ENSG00000198657,0
ENSG00000198658,1
ENSG00000198663,3290
ENSG00000198668,29435
ENSG00000198670,3
ENSG00000198671,0
ENSG00000198673,37
ENSG00000198674,1
ENSG00000198677,2630
ENSG00000198678,0
ENSG00000198680,327
ENSG00000198681,3
ENSG00000198682,4478
ENSG00000198685,1
ENSG00000198689,194
ENSG00000198690,787
ENSG00000198691,49
ENSG00000198692,0
ENSG00000198695,16040
ENSG00000198700,5400
ENSG00000198703,0
ENSG00000198704,0
ENSG00000198707,696
ENSG00000198711,19
ENSG00000198712,354737
ENSG00000198715,1352
ENSG00000198718,1315
ENSG00000198719,173
ENSG00000198720,4097
ENSG00000198721,2823
ENSG00000198722,4986
ENSG00000198723,23
ENSG00000198727,153557
ENSG00000198728,3232
ENSG00000198729,33
ENSG00000198730,3281
ENSG00000198732,1003
ENSG00000198734,82
ENSG00000198736,1521
ENSG00000198738,0
ENSG00000198739,0
ENSG00000198740,1860
ENSG00000198742,3266
ENSG00000198743,3037
ENSG00000198744,36
ENSG00000198746,1091
ENSG00000198752,16472
ENSG00000198753,252
ENSG00000198754,76
ENSG00000198755,29015
ENSG00000198756,23
ENSG00000198758,1
ENSG00000198759,108
ENSG00000198763,108196
ENSG00000198765,0
ENSG00000198768,53
ENSG00000198771,655
ENSG00000198774,82
ENSG00000198780,83
ENSG00000198783,450
ENSG00000198785,61
ENSG00000198786,52039
ENSG00000198787,0
ENSG00000198788,4
ENSG00000198791,3233
ENSG00000198792,6363
ENSG00000198793,4656
ENSG00000198794,765
ENSG00000198795,311
ENSG00000198796,24
ENSG00000198797,88
ENSG00000198798,0
ENSG00000198799,620
ENSG00000198804,483700
ENSG00000198805,5341
ENSG00000198807,2382
ENSG00000198812,0
ENSG00000198814,398
ENSG00000198815,7361
ENSG00000198816,1496
ENSG00000198818,2955
ENSG00000198821,354
ENSG00000198822,20
ENSG00000198824,2612
ENSG00000198825,1322
ENSG00000198826,2799
ENSG00000198829,77
ENSG00000198830,24669
ENSG00000198832,862
ENSG00000198833,4614
ENSG00000198835,32
ENSG00000198836,11205
ENSG00000198837,2569
ENSG00000198838,67
ENSG00000198839,1847
ENSG00000198840,33568
ENSG00000198841,586
ENSG00000198842,1
ENSG00000198843,1737
ENSG00000198844,616
ENSG00000198846,153
ENSG00000198848,501
ENSG00000198851,1107
ENSG00000198853,652
ENSG00000198854,3
ENSG00000198855,373
ENSG00000198856,6572
ENSG00000198857,2
ENSG00000198858,4532
ENSG00000198860,1156
ENSG00000198862,1884
ENSG00000198863,4060
ENSG00000198865,56
ENSG00000198868,0
ENSG00000198870,54
ENSG00000198873,483
ENSG00000198874,2249
ENSG00000198876,4165
ENSG00000198877,0
ENSG00000198879,1905
ENSG00000198881,1
ENSG00000198883,0
ENSG00000198885,89
ENSG00000198886,333598
ENSG00000198887,971
ENSG00000198888,74284
ENSG00000198889,0
ENSG00000198890,145
ENSG00000198892,219
ENSG00000198894,2146
ENSG00000198898,4365
ENSG00000198899,134135
ENSG00000198900,10755
ENSG00000198901,10352
ENSG00000198908,477
ENSG00000198909,6481
ENSG00000198910,2384
ENSG00000198911,13024
ENSG00000198912,921
ENSG00000198914,8
ENSG00000198915,256
ENSG00000198917,4640
ENSG00000198918,5662
ENSG00000198919,725
ENSG00000198920,827
ENSG00000198923,0
ENSG00000198924,869
ENSG00000198925,4867
ENSG00000198929,72
ENSG00000198930,1003
ENSG00000198931,9117
ENSG00000198932,369
ENSG00000198933,148
ENSG00000198934,604
ENSG00000198937,1583
ENSG00000198938,217719
ENSG00000198939,27
ENSG00000198944,16
ENSG00000198945,206
ENSG00000198947,2615
ENSG00000198948,774
ENSG00000198951,2945
ENSG00000198952,5805
ENSG00000198954,1863
ENSG00000198959,1655
ENSG00000198960,320
ENSG00000198961,4191
ENSG00000198963,9
ENSG00000198964,1679
ENSG00000198965,0
ENSG00000198967,0
ENSG00000198972,0
ENSG00000198973,0
ENSG00000198974,0
ENSG00000198975,0
ENSG00000198976,3
ENSG00000198982,0
ENSG00000198983,0
ENSG00000198984,1
ENSG00000198986,0
ENSG00000198987,0
ENSG00000198995,0
ENSG00000198997,0
ENSG00000199001,0
ENSG00000199004,0
ENSG00000199005,0
ENSG00000199012,0
ENSG00000199015,0
ENSG00000199017,0
ENSG00000199020,0
ENSG00000199023,0
ENSG00000199024,0
ENSG00000199025,0
ENSG00000199030,0
ENSG00000199031,0
ENSG00000199032,0
ENSG00000199035,0
ENSG00000199036,0
ENSG00000199038,0
ENSG00000199043,0
ENSG00000199047,0
ENSG00000199051,0
ENSG00000199053,0
ENSG00000199059,0
ENSG00000199065,0
ENSG00000199066,0
ENSG00000199069,0
ENSG00000199071,0
ENSG00000199072,0
ENSG00000199075,0
ENSG00000199077,0
ENSG00000199080,0
ENSG00000199082,0
ENSG00000199085,0
ENSG00000199088,0
ENSG00000199090,0
ENSG00000199092,0
ENSG00000199094,0
ENSG00000199095,0
ENSG00000199102,0
ENSG00000199104,0
ENSG00000199107,0
ENSG00000199109,0
ENSG00000199121,1
ENSG00000199122,0
ENSG00000199127,0
ENSG00000199130,3
ENSG00000199132,0
ENSG00000199133,0
ENSG00000199135,0
ENSG00000199143,0
ENSG00000199145,0
ENSG00000199150,0
ENSG00000199151,0
ENSG00000199153,0
ENSG00000199156,0
ENSG00000199157,0
ENSG00000199158,0
ENSG00000199161,1
ENSG00000199165,0
ENSG00000199168,0
ENSG00000199169,0
ENSG00000199172,2
ENSG00000199177,0
ENSG00000199179,0
ENSG00000199187,0
ENSG00000199196,0
ENSG00000199197,0
ENSG00000199200,0
ENSG00000199201,0
ENSG00000199202,0
ENSG00000199203,0
ENSG00000199204,0
ENSG00000199212,0
ENSG00000199217,1
ENSG00000199218,0
ENSG00000199219,0
ENSG00000199220,0
ENSG00000199222,0
ENSG00000199223,0
ENSG00000199224,0
ENSG00000199226,1
ENSG00000199231,0
ENSG00000199237,0
ENSG00000199240,0
ENSG00000199241,0
ENSG00000199245,0
ENSG00000199246,0
ENSG00000199248,0
ENSG00000199251,0
ENSG00000199260,0
ENSG00000199263,0
ENSG00000199266,1
ENSG00000199270,0
ENSG00000199272,0
ENSG00000199273,0
ENSG00000199276,0
ENSG00000199279,0
ENSG00000199282,0
ENSG00000199283,0
ENSG00000199285,0
ENSG00000199286,0
ENSG00000199289,0
ENSG00000199290,0
ENSG00000199291,0
ENSG00000199293,0
ENSG00000199295,0
ENSG00000199299,0
ENSG00000199301,0
ENSG00000199303,0
ENSG00000199306,0
ENSG00000199308,0
ENSG00000199311,0
ENSG00000199313,2
ENSG00000199315,0
ENSG00000199318,0
ENSG00000199319,0
ENSG00000199321,0
ENSG00000199322,0
ENSG00000199325,4
ENSG00000199326,0
ENSG00000199327,0
ENSG00000199331,2
ENSG00000199332,0
ENSG00000199334,0
ENSG00000199335,0
ENSG00000199337,0
ENSG00000199347,1
ENSG00000199348,0
ENSG00000199349,0
ENSG00000199350,0
ENSG00000199352,0
ENSG00000199354,0
ENSG00000199357,0
ENSG00000199360,0
ENSG00000199361,0
ENSG00000199362,0
ENSG00000199363,0
ENSG00000199364,0
ENSG00000199366,0
ENSG00000199368,0
ENSG00000199370,1
ENSG00000199373,0
ENSG00000199377,4
ENSG00000199378,0
ENSG00000199381,0
ENSG00000199385,0
ENSG00000199390,0
ENSG00000199392,0
ENSG00000199394,0
ENSG00000199395,0
ENSG00000199396,0
ENSG00000199398,0
ENSG00000199400,4
ENSG00000199402,1
ENSG00000199404,0
ENSG00000199405,0
ENSG00000199407,2
ENSG00000199409,0
ENSG00000199410,0
ENSG00000199411,0
ENSG00000199415,0
ENSG00000199420,0
ENSG00000199422,0
ENSG00000199424,0
ENSG00000199426,0
ENSG00000199436,1
ENSG00000199440,0
ENSG00000199442,0
ENSG00000199444,2
ENSG00000199446,0
ENSG00000199448,0
ENSG00000199450,0
ENSG00000199453,0
ENSG00000199454,0
ENSG00000199455,0
ENSG00000199458,0
ENSG00000199459,0
ENSG00000199460,0
ENSG00000199461,1
ENSG00000199466,1
ENSG00000199468,0
ENSG00000199469,0
ENSG00000199470,0
ENSG00000199471,2
ENSG00000199472,0
ENSG00000199473,0
ENSG00000199474,0
ENSG00000199475,0
ENSG00000199476,4
ENSG00000199477,5
ENSG00000199480,0
ENSG00000199482,0
ENSG00000199483,0
ENSG00000199487,0
ENSG00000199488,0
ENSG00000199489,0
ENSG00000199490,2
ENSG00000199492,0
ENSG00000199497,0
ENSG00000199506,0
ENSG00000199508,0
ENSG00000199509,2
ENSG00000199512,0
ENSG00000199514,0
ENSG00000199515,1
ENSG00000199516,0
ENSG00000199520,0
ENSG00000199523,2
ENSG00000199525,0
ENSG00000199529,0
ENSG00000199530,0
ENSG00000199535,0
ENSG00000199536,1
ENSG00000199540,1
ENSG00000199545,0
ENSG00000199546,0
ENSG00000199550,1
ENSG00000199551,0
ENSG00000199552,0
ENSG00000199556,0
ENSG00000199562,8
ENSG00000199564,0
ENSG00000199565,0
ENSG00000199566,0
ENSG00000199567,0
ENSG00000199568,0
ENSG00000199570,0
ENSG00000199571,0
ENSG00000199572,2
ENSG00000199574,0
ENSG00000199575,0
ENSG00000199577,0
ENSG00000199580,0
ENSG00000199584,0
ENSG00000199585,0
ENSG00000199591,0
ENSG00000199592,0
ENSG00000199593,0
ENSG00000199594,2
ENSG00000199595,0
ENSG00000199598,0
ENSG00000199601,0
ENSG00000199603,1
ENSG00000199605,0
ENSG00000199609,1
ENSG00000199620,0
ENSG00000199622,0
ENSG00000199626,0
ENSG00000199627,0
ENSG00000199629,0
ENSG00000199630,0
ENSG00000199631,0
ENSG00000199633,0
ENSG00000199634,0
ENSG00000199635,0
ENSG00000199636,0
ENSG00000199638,0
ENSG00000199640,0
ENSG00000199643,0
ENSG00000199645,0
ENSG00000199646,0
ENSG00000199652,0
ENSG00000199664,1
ENSG00000199666,0
ENSG00000199667,0
ENSG00000199668,0
ENSG00000199672,1
ENSG00000199673,0
ENSG00000199674,0
ENSG00000199676,1
ENSG00000199677,0
ENSG00000199683,0
ENSG00000199687,0
ENSG00000199691,0
ENSG00000199695,0
ENSG00000199697,0
ENSG00000199698,0
ENSG00000199700,0
ENSG00000199701,0
ENSG00000199702,0
ENSG00000199704,0
ENSG00000199705,0
ENSG00000199709,0
ENSG00000199710,0
ENSG00000199711,1
ENSG00000199712,0
ENSG00000199713,0
ENSG00000199715,0
ENSG00000199716,0
ENSG00000199719,1
ENSG00000199727,0
ENSG00000199728,0
ENSG00000199730,1
ENSG00000199731,1
ENSG00000199732,0
ENSG00000199733,0
ENSG00000199735,0
ENSG00000199739,0
ENSG00000199740,0
ENSG00000199744,0
ENSG00000199751,0
ENSG00000199753,116
ENSG00000199755,0
ENSG00000199756,0
ENSG00000199762,0
ENSG00000199764,0
ENSG00000199765,0
ENSG00000199767,0
ENSG00000199771,0
ENSG00000199773,0
ENSG00000199780,0
ENSG00000199781,0
ENSG00000199782,0
ENSG00000199783,0
ENSG00000199784,0
ENSG00000199785,0
ENSG00000199786,0
ENSG00000199787,2
ENSG00000199788,0
ENSG00000199790,0
ENSG00000199791,0
ENSG00000199792,0
ENSG00000199796,0
ENSG00000199797,0
ENSG00000199798,0
ENSG00000199801,0
ENSG00000199803,0
ENSG00000199804,6
ENSG00000199805,0
ENSG00000199806,0
ENSG00000199809,0
ENSG00000199812,0
ENSG00000199814,0
ENSG00000199815,0
ENSG00000199824,0
ENSG00000199827,0
ENSG00000199831,0
ENSG00000199832,0
ENSG00000199833,0
ENSG00000199836,0
ENSG00000199837,0
ENSG00000199839,0
ENSG00000199840,0
ENSG00000199843,0
ENSG00000199845,0
ENSG00000199846,1
ENSG00000199849,0
ENSG00000199851,0
ENSG00000199855,0
ENSG00000199856,0
ENSG00000199857,0
ENSG00000199858,0
ENSG00000199859,0
ENSG00000199862,0
ENSG00000199865,0
ENSG00000199866,0
ENSG00000199867,0
ENSG00000199870,0
ENSG00000199872,0
ENSG00000199874,0
ENSG00000199875,1
ENSG00000199878,0
ENSG00000199879,0
ENSG00000199880,0
ENSG00000199881,0
ENSG00000199883,0
ENSG00000199884,0
ENSG00000199885,0
ENSG00000199886,0
ENSG00000199890,0
ENSG00000199892,0
ENSG00000199894,0
ENSG00000199895,0
ENSG00000199899,0
ENSG00000199900,0
ENSG00000199901,0
ENSG00000199903,0
ENSG00000199905,0
ENSG00000199906,4
ENSG00000199910,0
ENSG00000199911,0
ENSG00000199912,0
ENSG00000199913,0
ENSG00000199914,0
ENSG00000199920,0
ENSG00000199921,0
ENSG00000199924,0
ENSG00000199927,0
ENSG00000199929,0
ENSG00000199932,0
ENSG00000199933,1
ENSG00000199934,0
ENSG00000199936,0
ENSG00000199938,0
ENSG00000199940,0
ENSG00000199942,0
ENSG00000199944,2
ENSG00000199949,0
ENSG00000199953,0
ENSG00000199959,0
ENSG00000199960,0
ENSG00000199961,0
ENSG00000199962,1
ENSG00000199963,0
ENSG00000199964,0
ENSG00000199968,0
ENSG00000199970,0
ENSG00000199971,0
ENSG00000199975,0
ENSG00000199977,1
ENSG00000199979,0
ENSG00000199985,0
ENSG00000199986,0
ENSG00000199990,0
ENSG00000199994,0
ENSG00000200003,0
ENSG00000200008,0
ENSG00000200011,0
ENSG00000200013,1
ENSG00000200021,0
ENSG00000200024,0
ENSG00000200026,0
ENSG00000200028,0
ENSG00000200029,0
ENSG00000200033,5
ENSG00000200034,0
ENSG00000200036,0
ENSG00000200037,0
ENSG00000200040,0
ENSG00000200041,0
ENSG00000200047,0
ENSG00000200048,0
ENSG00000200049,0
ENSG00000200051,0
ENSG00000200052,0
ENSG00000200057,0
ENSG00000200058,0
ENSG00000200059,1
ENSG00000200060,0
ENSG00000200062,0
ENSG00000200063,0
ENSG00000200064,0
ENSG00000200065,1
ENSG00000200070,0
ENSG00000200072,0
ENSG00000200075,0
ENSG00000200079,0
ENSG00000200084,0
ENSG00000200085,0
ENSG00000200086,0
ENSG00000200087,25
ENSG00000200089,0
ENSG00000200090,4
ENSG00000200091,0
ENSG00000200095,0
ENSG00000200097,0
ENSG00000200101,0
ENSG00000200102,0
ENSG00000200105,0
ENSG00000200106,0
ENSG00000200107,0
ENSG00000200108,0
ENSG00000200112,0
ENSG00000200113,0
ENSG00000200114,1
ENSG00000200118,0
ENSG00000200120,0
ENSG00000200121,0
ENSG00000200130,0
ENSG00000200131,0
ENSG00000200132,0
ENSG00000200135,0
ENSG00000200138,0
ENSG00000200139,0
ENSG00000200142,0
ENSG00000200146,0
ENSG00000200150,0
ENSG00000200151,0
ENSG00000200152,0
ENSG00000200153,0
ENSG00000200156,0
ENSG00000200161,0
ENSG00000200162,0
ENSG00000200163,0
ENSG00000200164,6
ENSG00000200168,0
ENSG00000200169,0
ENSG00000200170,10
ENSG00000200171,0
ENSG00000200174,0
ENSG00000200175,0
ENSG00000200176,0
ENSG00000200179,0
ENSG00000200183,0
ENSG00000200184,0
ENSG00000200189,0
ENSG00000200191,0
ENSG00000200197,0
ENSG00000200198,0
ENSG00000200201,0
ENSG00000200204,0
ENSG00000200206,0
ENSG00000200208,0
ENSG00000200209,2
ENSG00000200211,0
ENSG00000200213,0
ENSG00000200215,0
ENSG00000200216,0
ENSG00000200217,0
ENSG00000200218,0
ENSG00000200220,5
ENSG00000200222,0
ENSG00000200224,0
ENSG00000200225,1
ENSG00000200227,0
ENSG00000200231,0
ENSG00000200235,0
ENSG00000200237,2
ENSG00000200238,0
ENSG00000200241,1
ENSG00000200243,7
ENSG00000200246,0
ENSG00000200247,0
ENSG00000200248,0
ENSG00000200250,1
ENSG00000200252,0
ENSG00000200253,2
ENSG00000200254,0
ENSG00000200256,0
ENSG00000200257,0
ENSG00000200259,0
ENSG00000200261,6
ENSG00000200262,70
ENSG00000200267,0
ENSG00000200269,0
ENSG00000200274,0
ENSG00000200275,0
ENSG00000200278,0
ENSG00000200279,0
ENSG00000200281,0
ENSG00000200283,0
ENSG00000200287,0
ENSG00000200288,0
ENSG00000200291,0
ENSG00000200293,0
ENSG00000200294,0
ENSG00000200295,0
ENSG00000200296,2
ENSG00000200298,0
ENSG00000200301,0
ENSG00000200303,0
ENSG00000200304,0
ENSG00000200305,0
ENSG00000200309,1
ENSG00000200310,0
ENSG00000200312,0
ENSG00000200313,0
ENSG00000200314,0
ENSG00000200318,0
ENSG00000200320,0
ENSG00000200325,0
ENSG00000200326,0
ENSG00000200327,0
ENSG00000200331,0
ENSG00000200332,0
ENSG00000200334,0
ENSG00000200336,0
ENSG00000200338,0
ENSG00000200340,0
ENSG00000200343,0
ENSG00000200344,2
ENSG00000200345,2
ENSG00000200350,1
ENSG00000200351,0
ENSG00000200354,0
ENSG00000200355,0
ENSG00000200356,3
ENSG00000200360,0
ENSG00000200361,0
ENSG00000200366,0
ENSG00000200367,0
ENSG00000200369,0
ENSG00000200370,0
ENSG00000200372,0
ENSG00000200376,0
ENSG00000200377,1
ENSG00000200378,7
ENSG00000200379,0
ENSG00000200381,0
ENSG00000200385,12
ENSG00000200388,0
ENSG00000200389,0
ENSG00000200390,0
ENSG00000200391,0
ENSG00000200393,0
ENSG00000200394,0
ENSG00000200397,0
ENSG00000200398,0
ENSG00000200403,6
ENSG00000200406,0
ENSG00000200407,0
ENSG00000200408,0
ENSG00000200411,0
ENSG00000200413,0
ENSG00000200418,0
ENSG00000200419,0
ENSG00000200421,0
ENSG00000200422,0
ENSG00000200424,0
ENSG00000200427,0
ENSG00000200428,3
ENSG00000200431,0
ENSG00000200432,0
ENSG00000200434,0
ENSG00000200436,0
ENSG00000200437,0
ENSG00000200443,0
ENSG00000200444,0
ENSG00000200446,0
ENSG00000200448,0
ENSG00000200455,0
ENSG00000200456,0
ENSG00000200462,0
ENSG00000200463,0
ENSG00000200468,0
ENSG00000200469,0
ENSG00000200471,0
ENSG00000200472,0
ENSG00000200473,1
ENSG00000200475,0
ENSG00000200478,0
ENSG00000200480,0
ENSG00000200483,1
ENSG00000200484,0
ENSG00000200485,0
ENSG00000200486,0
ENSG00000200487,0
ENSG00000200488,0
ENSG00000200492,0
ENSG00000200494,0
ENSG00000200495,1
ENSG00000200496,0
ENSG00000200502,13
ENSG00000200503,0
ENSG00000200506,0
ENSG00000200508,0
ENSG00000200516,0
ENSG00000200520,0
ENSG00000200521,0
ENSG00000200522,0
ENSG00000200525,6
ENSG00000200526,1
ENSG00000200527,0
ENSG00000200528,0
ENSG00000200530,0
ENSG00000200534,23
ENSG00000200536,0
ENSG00000200537,0
ENSG00000200538,0
ENSG00000200544,0
ENSG00000200545,0
ENSG00000200547,0
ENSG00000200550,5
ENSG00000200552,0
ENSG00000200553,0
ENSG00000200554,0
ENSG00000200555,0
ENSG00000200556,0
ENSG00000200558,0
ENSG00000200560,1
ENSG00000200563,0
ENSG00000200564,0
ENSG00000200566,0
ENSG00000200570,0
ENSG00000200571,0
ENSG00000200572,0
ENSG00000200575,0
ENSG00000200579,0
ENSG00000200587,0
ENSG00000200591,0
ENSG00000200593,0
ENSG00000200594,0
ENSG00000200597,2
ENSG00000200600,0
ENSG00000200601,0
ENSG00000200605,0
ENSG00000200608,0
ENSG00000200610,0
ENSG00000200612,0
ENSG00000200613,0
ENSG00000200615,0
ENSG00000200616,0
ENSG00000200619,0
ENSG00000200620,0
ENSG00000200622,0
ENSG00000200623,0
ENSG00000200624,0
ENSG00000200626,0
ENSG00000200629,0
ENSG00000200630,0
ENSG00000200632,0
ENSG00000200635,0
ENSG00000200636,0
ENSG00000200637,0
ENSG00000200638,0
ENSG00000200645,0
ENSG00000200646,0
ENSG00000200648,0
ENSG00000200649,0
ENSG00000200650,0
ENSG00000200651,1
ENSG00000200652,0
ENSG00000200653,0
ENSG00000200656,0
ENSG00000200661,0
ENSG00000200664,0
ENSG00000200665,0
ENSG00000200670,0
ENSG00000200673,0
ENSG00000200674,3
ENSG00000200677,1
ENSG00000200680,0
ENSG00000200681,0
ENSG00000200683,0
ENSG00000200685,0
ENSG00000200686,0
ENSG00000200687,0
ENSG00000200688,0
ENSG00000200693,5
ENSG00000200701,0
ENSG00000200702,0
ENSG00000200703,0
ENSG00000200706,0
ENSG00000200708,0
ENSG00000200709,0
ENSG00000200711,0
ENSG00000200713,0
ENSG00000200714,6
ENSG00000200718,0
ENSG00000200719,0
ENSG00000200720,0
ENSG00000200726,0
ENSG00000200728,0
ENSG00000200731,1
ENSG00000200732,2
ENSG00000200733,0
ENSG00000200737,0
ENSG00000200738,0
ENSG00000200741,0
ENSG00000200742,3
ENSG00000200745,0
ENSG00000200750,0
ENSG00000200752,0
ENSG00000200753,0
ENSG00000200754,0
ENSG00000200755,0
ENSG00000200756,0
ENSG00000200757,0
ENSG00000200759,0
ENSG00000200761,0
ENSG00000200763,0
ENSG00000200764,0
ENSG00000200769,5
ENSG00000200774,0
ENSG00000200779,0
ENSG00000200783,2
ENSG00000200785,0
ENSG00000200786,0
ENSG00000200788,2
ENSG00000200789,0
ENSG00000200790,0
ENSG00000200792,0
ENSG00000200794,0
ENSG00000200795,5
ENSG00000200796,0
ENSG00000200799,0
ENSG00000200800,0
ENSG00000200801,0
ENSG00000200806,0
ENSG00000200807,0
ENSG00000200812,0
ENSG00000200814,0
ENSG00000200815,1
ENSG00000200816,1
ENSG00000200817,0
ENSG00000200818,0
ENSG00000200822,0
ENSG00000200823,0
ENSG00000200827,0
ENSG00000200829,0
ENSG00000200830,0
ENSG00000200831,0
ENSG00000200832,0
ENSG00000200833,0
ENSG00000200834,1
ENSG00000200839,0
ENSG00000200840,0
ENSG00000200842,0
ENSG00000200847,0
ENSG00000200849,0
ENSG00000200852,0
ENSG00000200855,0
ENSG00000200857,0
ENSG00000200860,0
ENSG00000200867,0
ENSG00000200869,0
ENSG00000200871,0
ENSG00000200872,0
ENSG00000200873,1
ENSG00000200874,0
ENSG00000200875,0
ENSG00000200877,0
ENSG00000200879,6
ENSG00000200882,0
ENSG00000200883,0
ENSG00000200884,0
ENSG00000200885,0
ENSG00000200887,0
ENSG00000200888,0
ENSG00000200889,0
ENSG00000200890,0
ENSG00000200891,0
ENSG00000200893,0
ENSG00000200895,0
ENSG00000200897,0
ENSG00000200898,0
ENSG00000200902,0
ENSG00000200903,0
ENSG00000200906,0
ENSG00000200913,0
ENSG00000200914,0
ENSG00000200917,1
ENSG00000200922,0
ENSG00000200924,1
ENSG00000200926,0
ENSG00000200935,0
ENSG00000200941,1
ENSG00000200942,0
ENSG00000200949,0
ENSG00000200953,1
ENSG00000200957,0
ENSG00000200959,1
ENSG00000200963,0
ENSG00000200966,0
ENSG00000200969,0
ENSG00000200972,0
ENSG00000200974,0
ENSG00000200975,0
ENSG00000200976,2
ENSG00000200982,0
ENSG00000200983,0
ENSG00000200985,0
ENSG00000200986,0
ENSG00000200987,0
ENSG00000200991,2
ENSG00000200997,0
ENSG00000200998,0
ENSG00000200999,0
ENSG00000201000,0
ENSG00000201001,0
ENSG00000201003,3
ENSG00000201006,0
ENSG00000201009,0
ENSG00000201010,0
ENSG00000201012,0
ENSG00000201013,0
ENSG00000201014,0
ENSG00000201015,0
ENSG00000201016,0
ENSG00000201021,5
ENSG00000201023,0
ENSG00000201025,0
ENSG00000201026,0
ENSG00000201027,0
ENSG00000201028,0
ENSG00000201031,0
ENSG00000201032,0
ENSG00000201033,0
ENSG00000201034,0
ENSG00000201035,1
ENSG00000201036,0
ENSG00000201041,2
ENSG00000201042,0
ENSG00000201044,0
ENSG00000201047,0
ENSG00000201048,0
ENSG00000201050,0
ENSG00000201059,0
ENSG00000201065,0
ENSG00000201066,0
ENSG00000201070,0
ENSG00000201071,0
ENSG00000201074,0
ENSG00000201075,0
ENSG00000201076,0
ENSG00000201077,0
ENSG00000201078,1
ENSG00000201084,0
ENSG00000201085,0
ENSG00000201086,0
ENSG00000201088,0
ENSG00000201095,0
ENSG00000201096,0
ENSG00000201097,0
ENSG00000201098,0
ENSG00000201102,1
ENSG00000201104,0
ENSG00000201109,0
ENSG00000201113,0
ENSG00000201114,2
ENSG00000201118,0
ENSG00000201119,0
ENSG00000201121,0
ENSG00000201126,0
ENSG00000201129,1
ENSG00000201133,0
ENSG00000201134,1
ENSG00000201135,0
ENSG00000201136,0
ENSG00000201140,0
ENSG00000201142,0
ENSG00000201143,0
ENSG00000201145,0
ENSG00000201148,0
ENSG00000201151,2
ENSG00000201153,0
ENSG00000201155,0
ENSG00000201157,0
ENSG00000201160,0
ENSG00000201161,0
ENSG00000201162,0
ENSG00000201164,0
ENSG00000201165,0
ENSG00000201168,0
ENSG00000201170,0
ENSG00000201176,4
ENSG00000201178,0
ENSG00000201179,0
ENSG00000201180,0
ENSG00000201182,0
ENSG00000201183,1
ENSG00000201184,0
ENSG00000201185,0
ENSG00000201186,0
ENSG00000201196,0
ENSG00000201198,0
ENSG00000201201,0
ENSG00000201204,0
ENSG00000201207,7
ENSG00000201208,3
ENSG00000201209,0
ENSG00000201210,0
ENSG00000201216,0
ENSG00000201217,0
ENSG00000201218,0
ENSG00000201221,0
ENSG00000201223,0
ENSG00000201227,0
ENSG00000201228,0
ENSG00000201229,0
ENSG00000201231,0
ENSG00000201239,0
ENSG00000201240,0
ENSG00000201241,0
ENSG00000201242,0
ENSG00000201243,0
ENSG00000201245,0
ENSG00000201247,0
ENSG00000201253,0
